start_date_new,zip,num_parking_meters,wday
2020-02-18,94116,1040,3
2020-02-18,94117,1912,3
2020-02-18,94118,6645,3
2020-02-18,94121,2497,3
2020-02-18,94122,4905,3
2020-02-18,94123,4004,3
2020-02-18,94124,120,3
2020-02-18,94127,2978,3
2020-02-18,94131,509,3
2020-02-18,94132,712,3
2020-02-18,94133,3719,3
2020-02-18,94134,954,3
2020-02-18,NA,1136,3
2020-02-19,94102,3601,4
2020-02-19,94103,5610,4
2020-02-19,94104,399,4
2020-02-19,94105,2579,4
2020-02-19,94107,5164,4
2020-02-19,94108,1425,4
2020-02-19,94109,5084,4
2020-02-19,94110,6833,4
2020-02-19,94111,3885,4
2020-02-19,94112,2170,4
2020-02-19,94114,2909,4
2020-02-19,94115,4114,4
2020-02-19,94116,1060,4
2020-02-19,94117,1693,4
2020-02-19,94118,6500,4
2020-02-19,94121,2495,4
2020-02-19,94122,4989,4
2020-02-19,94123,3979,4
2020-02-19,94124,117,4
2020-02-19,94127,2828,4
2020-02-19,94131,519,4
2020-02-19,94132,687,4
2020-02-19,94133,3712,4
2020-02-19,94134,1001,4
2020-02-19,NA,1253,4
2020-02-20,94102,3707,5
2020-02-20,94103,5419,5
2020-02-20,94104,380,5
2020-02-20,94105,2644,5
2020-02-20,94107,5348,5
2020-02-20,94108,1321,5
2020-02-20,94109,5209,5
2020-02-20,94110,6562,5
2020-02-20,94111,4038,5
2020-02-20,94112,2172,5
2020-02-20,94114,2847,5
2020-02-20,94115,4193,5
2020-02-20,94116,1040,5
2020-02-20,94117,1874,5
2020-02-20,94118,6321,5
2020-02-20,94121,2441,5
2020-02-20,94122,4968,5
2020-02-20,94123,3976,5
2020-02-20,94124,141,5
2020-02-20,94127,2877,5
2020-02-20,94131,494,5
2020-02-20,94132,670,5
2020-02-20,94133,3599,5
2020-02-20,94134,925,5
2020-02-20,NA,1298,5
2020-02-21,94102,3825,6
2020-02-21,94103,5799,6
2020-02-21,94104,341,6
2020-02-21,94105,2655,6
2020-02-21,94107,5498,6
2020-02-21,94108,1415,6
2020-02-21,94109,5490,6
2020-02-21,94110,7253,6
2020-02-21,94111,3946,6
2020-02-21,94112,2523,6
2020-02-21,94114,3185,6
2020-02-21,94115,4390,6
2020-02-21,94116,1116,6
2020-02-21,94117,1956,6
2020-02-21,94118,6701,6
2020-02-21,94121,2603,6
2020-02-21,94122,5452,6
2020-02-21,94123,4294,6
2020-02-21,94124,86,6
2020-02-21,94127,2839,6
2020-02-21,94131,524,6
2020-02-21,94132,736,6
2020-02-21,94133,4007,6
2020-02-21,94134,967,6
2020-02-21,NA,1470,6
2020-02-22,94102,3965,7
2020-02-22,94103,5151,7
2020-02-22,94104,281,7
2020-02-22,94105,3023,7
2020-02-22,94107,4855,7
2020-02-22,94108,2121,7
2020-02-22,94109,6035,7
2020-02-22,94110,7781,7
2020-02-22,94111,3648,7
2020-02-22,94112,2600,7
2020-02-22,94114,3262,7
2020-02-22,94115,4408,7
2020-02-22,94116,1276,7
2020-02-22,94117,2208,7
2020-02-22,94118,7185,7
2020-02-22,94121,3037,7
2020-02-22,94122,5573,7
2020-02-22,94123,4689,7
2020-02-22,94124,88,7
2020-02-22,94127,3146,7
2020-02-22,94131,538,7
2020-02-22,94132,578,7
2020-02-22,94133,4849,7
2020-02-22,94134,802,7
2020-02-22,NA,1843,7
2020-02-24,94102,3552,2
2020-02-24,94103,5545,2
2020-02-24,94104,446,2
2020-02-24,94105,2571,2
2020-02-24,94107,4749,2
2020-02-24,94108,1393,2
2020-02-24,94109,5207,2
2020-02-24,94110,6731,2
2020-02-24,94111,3679,2
2020-02-24,94112,2057,2
2020-02-24,94114,2766,2
2020-02-24,94115,3917,2
2020-02-24,94116,1130,2
2020-02-24,94117,1836,2
2020-02-24,94118,6662,2
2020-02-24,94121,2493,2
2020-02-24,94122,5426,2
2020-02-24,94123,4520,2
2020-02-24,94124,82,2
2020-02-24,94127,2737,2
2020-02-24,94131,503,2
2020-02-24,94132,605,2
2020-02-24,94133,3401,2
2020-02-24,94134,902,2
2020-02-24,NA,1036,2
2020-02-25,94102,3691,3
2020-02-25,94103,5817,3
2020-02-25,94104,417,3
2020-02-25,94105,2646,3
2020-02-25,94107,5304,3
2020-02-25,94108,1446,3
2020-02-25,94109,5204,3
2020-02-25,94110,6589,3
2020-02-25,94111,3857,3
2020-02-25,94112,2262,3
2020-02-25,94114,3016,3
2020-02-25,94115,4226,3
2020-02-25,94116,1084,3
2020-02-25,94117,1751,3
2020-02-25,94118,6434,3
2020-02-25,94121,2334,3
2020-02-25,94122,5083,3
2020-02-25,94123,4425,3
2020-02-25,94124,88,3
2020-02-25,94127,3038,3
2020-02-25,94131,454,3
2020-02-25,94132,638,3
2020-02-25,94133,3524,3
2020-02-25,94134,1223,3
2020-02-25,NA,1152,3
2020-02-26,94102,3782,4
2020-02-26,94103,5954,4
2020-02-26,94104,427,4
2020-02-26,94105,2720,4
2020-02-26,94107,5279,4
2020-02-26,94108,1286,4
2020-02-26,94109,5392,4
2020-02-26,94110,6918,4
2020-02-26,94111,3884,4
2020-02-26,94112,2230,4
2020-02-26,94114,2842,4
2020-02-26,94115,4241,4
2020-02-26,94116,1084,4
2020-02-26,94117,1771,4
2020-02-26,94118,6536,4
2020-02-26,94121,2414,4
2020-02-26,94122,5039,4
2020-02-26,94123,4555,4
2020-02-26,94124,112,4
2020-02-26,94127,3105,4
2020-02-26,94131,497,4
2020-02-26,94132,836,4
2020-02-26,94133,3652,4
2020-02-26,94134,1191,4
2020-02-26,NA,1186,4
2020-02-27,94102,3645,5
2020-02-27,94103,5782,5
2020-02-27,94104,345,5
2020-02-27,94105,2743,5
2020-02-27,94107,5507,5
2020-02-27,94108,1138,5
2020-02-27,94109,5406,5
2020-02-27,94110,6460,5
2020-02-27,94111,4048,5
2020-02-27,94112,2104,5
2020-02-27,94114,2918,5
2020-02-27,94115,4170,5
2020-02-27,94116,1018,5
2020-02-27,94117,1829,5
2020-02-27,94118,6441,5
2020-02-27,94121,2450,5
2020-02-27,94122,4898,5
2020-02-27,94123,4597,5
2020-02-27,94124,134,5
2020-02-27,94127,3045,5
2020-02-27,94131,558,5
2020-02-27,94132,795,5
2020-02-27,94133,3481,5
2020-02-27,94134,1265,5
2020-02-27,NA,1374,5
2020-02-28,94102,3680,6
2020-02-28,94103,5802,6
2020-02-28,94104,243,6
2020-02-28,94105,2600,6
2020-02-28,94107,5420,6
2020-02-28,94108,1404,6
2020-02-28,94109,5324,6
2020-02-28,94110,6605,6
2020-02-28,94111,3857,6
2020-02-28,94112,2059,6
2020-02-28,94114,3010,6
2020-02-28,94115,4418,6
2020-02-28,94116,1142,6
2020-02-28,94117,1895,6
2020-02-28,94118,6868,6
2020-02-28,94121,2759,6
2020-02-28,94122,5312,6
2020-02-28,94123,4564,6
2020-02-28,94124,101,6
2020-02-28,94127,3220,6
2020-02-28,94131,613,6
2020-02-28,94132,757,6
2020-02-28,94133,3693,6
2020-02-28,94134,1437,6
2020-02-28,NA,1664,6
2020-02-29,94102,4113,7
2020-02-29,94103,5546,7
2020-02-29,94104,159,7
2020-02-29,94105,3018,7
2020-02-29,94107,4696,7
2020-02-29,94108,2138,7
2020-02-29,94109,5989,7
2020-02-29,94110,7776,7
2020-02-29,94111,3469,7
2020-02-29,94112,2882,7
2020-02-29,94114,3382,7
2020-02-29,94115,4236,7
2020-02-29,94116,1208,7
2020-02-29,94117,2099,7
2020-02-29,94118,7351,7
2020-02-29,94121,3174,7
2020-02-29,94122,5979,7
2020-02-29,94123,4813,7
2020-02-29,94124,114,7
2020-02-29,94127,3310,7
2020-02-29,94131,619,7
2020-02-29,94132,617,7
2020-02-29,94133,4540,7
2020-02-29,94134,1172,7
2020-02-29,NA,1812,7
2020-03-02,94102,3623,2
2020-03-02,94103,5543,2
2020-03-02,94104,436,2
2020-03-02,94105,2617,2
2020-03-02,94107,4622,2
2020-03-02,94108,1402,2
2020-03-02,94109,5141,2
2020-03-02,94110,6946,2
2020-03-02,94111,3599,2
2020-03-02,94112,2607,2
2020-03-02,94114,3032,2
2020-03-02,94115,4114,2
2020-03-02,94116,1129,2
2020-03-02,94117,1641,2
2020-03-02,94118,6590,2
2020-03-02,94121,2605,2
2020-03-02,94122,5658,2
2020-03-02,94123,4538,2
2020-03-02,94124,96,2
2020-03-02,94127,3059,2
2020-03-02,94131,591,2
2020-03-02,94132,655,2
2020-03-02,94133,3485,2
2020-03-02,94134,1225,2
2020-03-02,NA,1132,2
2020-03-03,94102,3907,3
2020-03-03,94103,5778,3
2020-03-03,94104,517,3
2020-03-03,94105,2736,3
2020-03-03,94107,5150,3
2020-03-03,94108,1355,3
2020-03-03,94109,5241,3
2020-03-03,94110,6945,3
2020-03-03,94111,3866,3
2020-03-03,94112,2814,3
2020-03-03,94114,3019,3
2020-03-03,94115,4478,3
2020-03-03,94116,1030,3
2020-03-03,94117,1813,3
2020-03-03,94118,6655,3
2020-03-03,94121,2562,3
2020-03-03,94122,5334,3
2020-03-03,94123,4542,3
2020-03-03,94124,121,3
2020-03-03,94127,3126,3
2020-03-03,94131,546,3
2020-03-03,94132,776,3
2020-03-03,94133,3579,3
2020-03-03,94134,1055,3
2020-03-03,NA,1291,3
2020-03-04,94102,3748,4
2020-03-04,94103,5784,4
2020-03-04,94104,455,4
2020-03-04,94105,2700,4
2020-03-04,94107,5117,4
2020-03-04,94108,1345,4
2020-03-04,94109,5085,4
2020-03-04,94110,6578,4
2020-03-04,94111,3858,4
2020-03-04,94112,2819,4
2020-03-04,94114,2964,4
2020-03-04,94115,4444,4
2020-03-04,94116,1090,4
2020-03-04,94117,1837,4
2020-03-04,94118,6466,4
2020-03-04,94121,2518,4
2020-03-04,94122,5042,4
2020-03-04,94123,4574,4
2020-03-04,94124,96,4
2020-03-04,94127,3074,4
2020-03-04,94131,520,4
2020-03-04,94132,726,4
2020-03-04,94133,3502,4
2020-03-04,94134,1267,4
2020-03-04,NA,1297,4
2020-03-05,94102,3707,5
2020-03-05,94103,5922,5
2020-03-05,94104,428,5
2020-03-05,94105,2690,5
2020-03-05,94107,5250,5
2020-03-05,94108,1295,5
2020-03-05,94109,5218,5
2020-03-05,94110,6203,5
2020-03-05,94111,3926,5
2020-03-05,94112,2633,5
2020-03-05,94114,2867,5
2020-03-05,94115,4448,5
2020-03-05,94116,1147,5
2020-03-05,94117,1876,5
2020-03-05,94118,6662,5
2020-03-05,94121,2363,5
2020-03-05,94122,5280,5
2020-03-05,94123,4674,5
2020-03-05,94124,111,5
2020-03-05,94127,2915,5
2020-03-05,94131,552,5
2020-03-05,94132,699,5
2020-03-05,94133,3639,5
2020-03-05,94134,1092,5
2020-03-05,NA,1233,5
2020-03-06,94102,3929,6
2020-03-06,94103,5999,6
2020-03-06,94104,456,6
2020-03-06,94105,2560,6
2020-03-06,94107,5146,6
2020-03-06,94108,1431,6
2020-03-06,94109,5593,6
2020-03-06,94110,6926,6
2020-03-06,94111,3590,6
2020-03-06,94112,2473,6
2020-03-06,94114,3041,6
2020-03-06,94115,4617,6
2020-03-06,94116,1380,6
2020-03-06,94117,1881,6
2020-03-06,94118,6958,6
2020-03-06,94121,2720,6
2020-03-06,94122,5579,6
2020-03-06,94123,4862,6
2020-03-06,94124,131,6
2020-03-06,94127,3260,6
2020-03-06,94131,542,6
2020-03-06,94132,701,6
2020-03-06,94133,3974,6
2020-03-06,94134,1314,6
2020-03-06,NA,1550,6
2020-03-07,94102,3958,7
2020-03-07,94103,5191,7
2020-03-07,94104,637,7
2020-03-07,94105,2927,7
2020-03-07,94107,4732,7
2020-03-07,94108,2311,7
2020-03-07,94109,6065,7
2020-03-07,94110,7511,7
2020-03-07,94111,3086,7
2020-03-07,94112,2630,7
2020-03-07,94114,3246,7
2020-03-07,94115,4418,7
2020-03-07,94116,1441,7
2020-03-07,94117,2145,7
2020-03-07,94118,6985,7
2020-03-07,94121,3022,7
2020-03-07,94122,5758,7
2020-03-07,94123,4852,7
2020-03-07,94124,102,7
2020-03-07,94127,3074,7
2020-03-07,94131,562,7
2020-03-07,94132,500,7
2020-03-07,94133,4321,7
2020-03-07,94134,1270,7
2020-03-07,NA,1738,7
2020-03-09,94102,3519,2
2020-03-09,94103,5513,2
2020-03-09,94104,500,2
2020-03-09,94105,2350,2
2020-03-09,94107,4686,2
2020-03-09,94108,1333,2
2020-03-09,94109,5169,2
2020-03-09,94110,6709,2
2020-03-09,94111,3381,2
2020-03-09,94112,2538,2
2020-03-09,94114,3057,2
2020-03-09,94115,4253,2
2020-03-09,94116,1130,2
2020-03-09,94117,1774,2
2020-03-09,94118,6406,2
2020-03-09,94121,2517,2
2020-03-09,94122,5118,2
2020-03-09,94123,4389,2
2020-03-09,94124,105,2
2020-03-09,94127,2894,2
2020-03-09,94131,504,2
2020-03-09,94132,623,2
2020-03-09,94133,3664,2
2020-03-09,94134,1505,2
2020-03-09,NA,966,2
2020-03-10,94102,3602,3
2020-03-10,94103,5415,3
2020-03-10,94104,533,3
2020-03-10,94105,2420,3
2020-03-10,94107,4984,3
2020-03-10,94108,1445,3
2020-03-10,94109,5209,3
2020-03-10,94110,6511,3
2020-03-10,94111,3611,3
2020-03-10,94112,2861,3
2020-03-10,94114,3219,3
2020-03-10,94115,4357,3
2020-03-10,94116,1161,3
2020-03-10,94117,1803,3
2020-03-10,94118,6377,3
2020-03-10,94121,2670,3
2020-03-10,94122,5598,3
2020-03-10,94123,4703,3
2020-03-10,94124,129,3
2020-03-10,94127,2805,3
2020-03-10,94131,570,3
2020-03-10,94132,584,3
2020-03-10,94133,3590,3
2020-03-10,94134,1355,3
2020-03-10,NA,1135,3
2020-03-11,94102,3654,4
2020-03-11,94103,5692,4
2020-03-11,94104,485,4
2020-03-11,94105,2435,4
2020-03-11,94107,5107,4
2020-03-11,94108,1436,4
2020-03-11,94109,5183,4
2020-03-11,94110,7341,4
2020-03-11,94111,3813,4
2020-03-11,94112,2777,4
2020-03-11,94114,3150,4
2020-03-11,94115,4236,4
2020-03-11,94116,1149,4
2020-03-11,94117,1949,4
2020-03-11,94118,6375,4
2020-03-11,94121,2433,4
2020-03-11,94122,5443,4
2020-03-11,94123,4573,4
2020-03-11,94124,95,4
2020-03-11,94127,2916,4
2020-03-11,94131,558,4
2020-03-11,94132,622,4
2020-03-11,94133,3611,4
2020-03-11,94134,1242,4
2020-03-11,NA,1236,4
2020-03-12,94102,3585,5
2020-03-12,94103,5561,5
2020-03-12,94104,419,5
2020-03-12,94105,2339,5
2020-03-12,94107,4582,5
2020-03-12,94108,1379,5
2020-03-12,94109,5149,5
2020-03-12,94110,7380,5
2020-03-12,94111,3698,5
2020-03-12,94112,2679,5
2020-03-12,94114,3027,5
2020-03-12,94115,4154,5
2020-03-12,94116,1249,5
2020-03-12,94117,2067,5
2020-03-12,94118,6559,5
2020-03-12,94121,2583,5
2020-03-12,94122,5274,5
2020-03-12,94123,4524,5
2020-03-12,94124,116,5
2020-03-12,94127,2946,5
2020-03-12,94131,540,5
2020-03-12,94132,582,5
2020-03-12,94133,3560,5
2020-03-12,94134,1155,5
2020-03-12,NA,1142,5
2020-03-13,94102,3672,6
2020-03-13,94103,5372,6
2020-03-13,94104,384,6
2020-03-13,94105,2382,6
2020-03-13,94107,4494,6
2020-03-13,94108,1469,6
2020-03-13,94109,5350,6
2020-03-13,94110,7485,6
2020-03-13,94111,3301,6
2020-03-13,94112,2896,6
2020-03-13,94114,3249,6
2020-03-13,94115,4118,6
2020-03-13,94116,1405,6
2020-03-13,94117,2044,6
2020-03-13,94118,7009,6
2020-03-13,94121,2957,6
2020-03-13,94122,5748,6
2020-03-13,94123,4535,6
2020-03-13,94124,89,6
2020-03-13,94127,3110,6
2020-03-13,94131,596,6
2020-03-13,94132,656,6
2020-03-13,94133,3945,6
2020-03-13,94134,1237,6
2020-03-13,NA,1206,6
2020-03-14,94102,2936,7
2020-03-14,94103,4185,7
2020-03-14,94104,567,7
2020-03-14,94105,2306,7
2020-03-14,94107,3244,7
2020-03-14,94108,2194,7
2020-03-14,94109,5758,7
2020-03-14,94110,7137,7
2020-03-14,94111,2147,7
2020-03-14,94112,2651,7
2020-03-14,94114,2951,7
2020-03-14,94115,3128,7
2020-03-14,94116,1231,7
2020-03-14,94117,2089,7
2020-03-14,94118,6165,7
2020-03-14,94121,2808,7
2020-03-14,94122,5731,7
2020-03-14,94123,4140,7
2020-03-14,94124,99,7
2020-03-14,94127,2925,7
2020-03-14,94131,475,7
2020-03-14,94132,352,7
2020-03-14,94133,3833,7
2020-03-14,94134,989,7
2020-03-14,NA,876,7
2020-03-16,94102,3340,2
2020-03-16,94103,4812,2
2020-03-16,94104,417,2
2020-03-16,94105,2128,2
2020-03-16,94107,3660,2
2020-03-16,94108,1663,2
2020-03-16,94109,5108,2
2020-03-16,94110,6412,2
2020-03-16,94111,3098,2
2020-03-16,94112,3030,2
2020-03-16,94114,2874,2
2020-03-16,94115,3174,2
2020-03-16,94116,1220,2
2020-03-16,94117,1688,2
2020-03-16,94118,6879,2
2020-03-16,94121,2752,2
2020-03-16,94122,5628,2
2020-03-16,94123,3261,2
2020-03-16,94124,63,2
2020-03-16,94127,2913,2
2020-03-16,94131,474,2
2020-03-16,94132,575,2
2020-03-16,94133,3299,2
2020-03-16,94134,1110,2
2020-03-16,NA,740,2
2020-03-17,94102,1688,3
2020-03-17,94103,2063,3
2020-03-17,94104,167,3
2020-03-17,94105,1210,3
2020-03-17,94107,1738,3
2020-03-17,94108,859,3
2020-03-17,94109,2943,3
2020-03-17,94110,3166,3
2020-03-17,94111,1422,3
2020-03-17,94112,1842,3
2020-03-17,94114,1051,3
2020-03-17,94115,1365,3
2020-03-17,94116,674,3
2020-03-17,94117,799,3
2020-03-17,94118,2851,3
2020-03-17,94121,1154,3
2020-03-17,94122,2674,3
2020-03-17,94123,1232,3
2020-03-17,94124,42,3
2020-03-17,94127,1315,3
2020-03-17,94131,191,3
2020-03-17,94132,197,3
2020-03-17,94133,1602,3
2020-03-17,94134,708,3
2020-03-17,NA,171,3
2020-03-18,94102,1477,4
2020-03-18,94103,1960,4
2020-03-18,94104,213,4
2020-03-18,94105,1166,4
2020-03-18,94107,1654,4
2020-03-18,94108,779,4
2020-03-18,94109,2488,4
2020-03-18,94110,2810,4
2020-03-18,94111,1323,4
2020-03-18,94112,1536,4
2020-03-18,94114,1099,4
2020-03-18,94115,1193,4
2020-03-18,94116,551,4
2020-03-18,94117,695,4
2020-03-18,94118,2619,4
2020-03-18,94121,975,4
2020-03-18,94122,2143,4
2020-03-18,94123,1013,4
2020-03-18,94124,29,4
2020-03-18,94127,1309,4
2020-03-18,94131,170,4
2020-03-18,94132,178,4
2020-03-18,94133,1332,4
2020-03-18,94134,602,4
2020-03-18,NA,153,4
2020-03-19,94102,1415,5
2020-03-19,94103,1915,5
2020-03-19,94104,226,5
2020-03-19,94105,982,5
2020-03-19,94107,1524,5
2020-03-19,94108,780,5
2020-03-19,94109,2285,5
2020-03-19,94110,2777,5
2020-03-19,94111,1272,5
2020-03-19,94112,1484,5
2020-03-19,94114,1100,5
2020-03-19,94115,1155,5
2020-03-19,94116,484,5
2020-03-19,94117,721,5
2020-03-19,94118,2546,5
2020-03-19,94121,932,5
2020-03-19,94122,2045,5
2020-03-19,94123,1033,5
2020-03-19,94124,38,5
2020-03-19,94127,1405,5
2020-03-19,94131,177,5
2020-03-19,94132,215,5
2020-03-19,94133,1355,5
2020-03-19,94134,495,5
2020-03-19,NA,146,5
2020-03-20,94102,1186,6
2020-03-20,94103,1656,6
2020-03-20,94104,177,6
2020-03-20,94105,957,6
2020-03-20,94107,1470,6
2020-03-20,94108,667,6
2020-03-20,94109,2128,6
2020-03-20,94110,2483,6
2020-03-20,94111,1039,6
2020-03-20,94112,1232,6
2020-03-20,94114,929,6
2020-03-20,94115,990,6
2020-03-20,94116,451,6
2020-03-20,94117,661,6
2020-03-20,94118,2150,6
2020-03-20,94121,888,6
2020-03-20,94122,2000,6
2020-03-20,94123,892,6
2020-03-20,94124,22,6
2020-03-20,94127,1110,6
2020-03-20,94131,179,6
2020-03-20,94132,148,6
2020-03-20,94133,1124,6
2020-03-20,94134,467,6
2020-03-20,NA,139,6
2020-03-21,94102,728,7
2020-03-21,94103,871,7
2020-03-21,94104,132,7
2020-03-21,94105,811,7
2020-03-21,94107,1083,7
2020-03-21,94108,513,7
2020-03-21,94109,1627,7
2020-03-21,94110,1795,7
2020-03-21,94111,748,7
2020-03-21,94112,1102,7
2020-03-21,94114,749,7
2020-03-21,94115,647,7
2020-03-21,94116,350,7
2020-03-21,94117,547,7
2020-03-21,94118,1872,7
2020-03-21,94121,713,7
2020-03-21,94122,1754,7
2020-03-21,94123,735,7
2020-03-21,94124,18,7
2020-03-21,94127,787,7
2020-03-21,94131,137,7
2020-03-21,94132,74,7
2020-03-21,94133,962,7
2020-03-21,94134,368,7
2020-03-21,NA,119,7
2020-03-23,94102,1297,2
2020-03-23,94103,1657,2
2020-03-23,94104,180,2
2020-03-23,94105,915,2
2020-03-23,94107,1293,2
2020-03-23,94108,652,2
2020-03-23,94109,2052,2
2020-03-23,94110,2216,2
2020-03-23,94111,972,2
2020-03-23,94112,1028,2
2020-03-23,94114,798,2
2020-03-23,94115,878,2
2020-03-23,94116,405,2
2020-03-23,94117,523,2
2020-03-23,94118,1853,2
2020-03-23,94121,731,2
2020-03-23,94122,1630,2
2020-03-23,94123,809,2
2020-03-23,94124,31,2
2020-03-23,94127,890,2
2020-03-23,94131,133,2
2020-03-23,94132,128,2
2020-03-23,94133,1030,2
2020-03-23,94134,413,2
2020-03-23,NA,106,2
2020-03-24,94102,1087,3
2020-03-24,94103,1437,3
2020-03-24,94104,159,3
2020-03-24,94105,826,3
2020-03-24,94107,1157,3
2020-03-24,94108,565,3
2020-03-24,94109,1751,3
2020-03-24,94110,1987,3
2020-03-24,94111,934,3
2020-03-24,94112,1007,3
2020-03-24,94114,753,3
2020-03-24,94115,799,3
2020-03-24,94116,358,3
2020-03-24,94117,535,3
2020-03-24,94118,1707,3
2020-03-24,94121,645,3
2020-03-24,94122,1458,3
2020-03-24,94123,765,3
2020-03-24,94124,24,3
2020-03-24,94127,815,3
2020-03-24,94131,136,3
2020-03-24,94132,96,3
2020-03-24,94133,992,3
2020-03-24,94134,369,3
2020-03-24,NA,85,3
2020-03-25,94102,1166,4
2020-03-25,94103,1468,4
2020-03-25,94104,179,4
2020-03-25,94105,881,4
2020-03-25,94107,1156,4
2020-03-25,94108,625,4
2020-03-25,94109,1721,4
2020-03-25,94110,2119,4
2020-03-25,94111,895,4
2020-03-25,94112,1045,4
2020-03-25,94114,831,4
2020-03-25,94115,802,4
2020-03-25,94116,380,4
2020-03-25,94117,537,4
2020-03-25,94118,1929,4
2020-03-25,94121,712,4
2020-03-25,94122,1478,4
2020-03-25,94123,799,4
2020-03-25,94124,22,4
2020-03-25,94127,958,4
2020-03-25,94131,138,4
2020-03-25,94132,105,4
2020-03-25,94133,1037,4
2020-03-25,94134,358,4
2020-03-25,NA,105,4
2020-03-26,94102,1103,5
2020-03-26,94103,1442,5
2020-03-26,94104,155,5
2020-03-26,94105,891,5
2020-03-26,94107,1138,5
2020-03-26,94108,590,5
2020-03-26,94109,1751,5
2020-03-26,94110,2052,5
2020-03-26,94111,939,5
2020-03-26,94112,1052,5
2020-03-26,94114,722,5
2020-03-26,94115,864,5
2020-03-26,94116,376,5
2020-03-26,94117,530,5
2020-03-26,94118,1966,5
2020-03-26,94121,668,5
2020-03-26,94122,1599,5
2020-03-26,94123,783,5
2020-03-26,94124,14,5
2020-03-26,94127,792,5
2020-03-26,94131,158,5
2020-03-26,94132,96,5
2020-03-26,94133,967,5
2020-03-26,94134,359,5
2020-03-26,NA,119,5
2020-03-27,94102,1090,6
2020-03-27,94103,1416,6
2020-03-27,94104,173,6
2020-03-27,94105,892,6
2020-03-27,94107,1222,6
2020-03-27,94108,627,6
2020-03-27,94109,1754,6
2020-03-27,94110,2222,6
2020-03-27,94111,999,6
2020-03-27,94112,1076,6
2020-03-27,94114,847,6
2020-03-27,94115,859,6
2020-03-27,94116,415,6
2020-03-27,94117,512,6
2020-03-27,94118,2067,6
2020-03-27,94121,802,6
2020-03-27,94122,1876,6
2020-03-27,94123,882,6
2020-03-27,94124,20,6
2020-03-27,94127,824,6
2020-03-27,94131,162,6
2020-03-27,94132,145,6
2020-03-27,94133,967,6
2020-03-27,94134,346,6
2020-03-27,NA,137,6
2020-03-28,94102,638,7
2020-03-28,94103,734,7
2020-03-28,94104,109,7
2020-03-28,94105,681,7
2020-03-28,94107,868,7
2020-03-28,94108,412,7
2020-03-28,94109,1351,7
2020-03-28,94110,1848,7
2020-03-28,94111,612,7
2020-03-28,94112,958,7
2020-03-28,94114,678,7
2020-03-28,94115,561,7
2020-03-28,94116,315,7
2020-03-28,94117,472,7
2020-03-28,94118,1601,7
2020-03-28,94121,670,7
2020-03-28,94122,1536,7
2020-03-28,94123,644,7
2020-03-28,94124,16,7
2020-03-28,94127,623,7
2020-03-28,94131,134,7
2020-03-28,94132,60,7
2020-03-28,94133,687,7
2020-03-28,94134,264,7
2020-03-28,NA,80,7
2020-03-30,94102,1051,2
2020-03-30,94103,1505,2
2020-03-30,94104,169,2
2020-03-30,94105,909,2
2020-03-30,94107,1181,2
2020-03-30,94108,723,2
2020-03-30,94109,1707,2
2020-03-30,94110,2011,2
2020-03-30,94111,1041,2
2020-03-30,94112,995,2
2020-03-30,94114,796,2
2020-03-30,94115,777,2
2020-03-30,94116,382,2
2020-03-30,94117,511,2
2020-03-30,94118,1893,2
2020-03-30,94121,784,2
2020-03-30,94122,1762,2
2020-03-30,94123,801,2
2020-03-30,94124,32,2
2020-03-30,94127,904,2
2020-03-30,94131,140,2
2020-03-30,94132,103,2
2020-03-30,94133,887,2
2020-03-30,94134,333,2
2020-03-30,NA,112,2
2018-11-01,94102,4724,5
2018-11-01,94103,7325,5
2018-11-01,94104,537,5
2018-11-01,94105,2961,5
2018-11-01,94107,5971,5
2018-11-01,94108,1585,5
2018-11-01,94109,6325,5
2018-11-01,94110,9357,5
2018-11-01,94111,4564,5
2018-11-01,94112,3384,5
2018-11-01,94114,3501,5
2018-11-01,94115,4964,5
2018-11-01,94116,1527,5
2018-11-01,94117,2490,5
2018-11-01,94118,8298,5
2018-11-01,94121,3305,5
2018-11-01,94122,5708,5
2018-11-01,94123,5105,5
2018-11-01,94124,161,5
2018-11-01,94127,3571,5
2018-11-01,94131,683,5
2018-11-01,94132,903,5
2018-11-01,94133,4180,5
2018-11-01,94134,1416,5
2018-11-01,NA,1715,5
2018-11-02,94102,5038,6
2018-11-02,94103,7244,6
2018-11-02,94104,525,6
2018-11-02,94105,2985,6
2018-11-02,94107,6314,6
2018-11-02,94108,1658,6
2018-11-02,94109,6653,6
2018-11-02,94110,9898,6
2018-11-02,94111,4566,6
2018-11-02,94112,3227,6
2018-11-02,94114,3674,6
2018-11-02,94115,5079,6
2018-11-02,94116,1665,6
2018-11-02,94117,2681,6
2018-11-02,94118,8424,6
2018-11-02,94121,3602,6
2018-11-02,94122,6401,6
2018-11-02,94123,5053,6
2018-11-02,94124,139,6
2018-11-02,94127,3646,6
2018-11-02,94131,679,6
2018-11-02,94132,890,6
2018-11-02,94133,4621,6
2018-11-02,94134,1334,6
2018-11-02,NA,1902,6
2018-11-03,94102,5244,7
2018-11-03,94103,6419,7
2018-11-03,94104,614,7
2018-11-03,94105,3588,7
2018-11-03,94107,6746,7
2018-11-03,94108,2494,7
2018-11-03,94109,6706,7
2018-11-03,94110,9897,7
2018-11-03,94111,4329,7
2018-11-03,94112,3319,7
2018-11-03,94114,3551,7
2018-11-03,94115,5149,7
2018-11-03,94116,1867,7
